ProductKey,Product Name,Brand,Color,Subcategory,Category
1193,Fabrikam Home and Vacation Moviemaker 1/2'' 3mm M300 Grey,Fabrikam,Camcorders,Camcorders,Cameras and camcorders
2246,WWI Floor Lamp X115 Silver,Wide World Importers,Lamps,Lamps,Home Appliances
1006,A. Datum Super-zoom Digital Camera X300 Orange,A. Datum,Digital Cameras,Digital Cameras,Cameras and camcorders
2299,Proseware Wall Lamp E0315 Grey,Proseware,Lamps,Lamps,Home Appliances
2059,Contoso Microwave 0.9CuFt E0090 White,Contoso,Microwaves,Microwaves,Home Appliances
2408,Proseware Air conditioner 7000BTU E260 Grey,Proseware,Air Conditioners,Air Conditioners,Home Appliances
731,Proseware Ink Jet Wireless All-In-One Printer M400 Green,Proseware,"Printers, Scanners & Fax","Printers, Scanners & Fax",Computers
1470,The Phone Company Smart phones without camera E100 Black,The Phone Company,Smart phones & PDAs,Smart phones & PDAs,Cell phones
46,WWI 1GB Pulse Smart pen E50 White,Wide World Importers,Recording Pen,Recording Pen,Audio
1057,"A. Datum SLR Camera 35"" X358 Silver Grey",A. Datum,Digital SLR Cameras,Digital SLR Cameras,Cameras and camcorders
934,SV 4GB Laptop Memory M65 Blue,Southridge Video,Computers Accessories,Computers Accessories,Computers
2314,Litware Wall Lamp E2015 Black,Litware,Lamps,Lamps,Home Appliances
488,Proseware CRT15 E10 White,Proseware,Monitors,Monitors,Computers
1191,"Fabrikam Social Videographer 2/3"" 17mm E100 Orange",Fabrikam,Camcorders,Camcorders,Cameras and camcorders
2113,Contoso Water Heater 2.6GPM E0900 Red,Contoso,Water Heaters,Water Heaters,Home Appliances
2344,Litware Chandelier M8015 Blue,Litware,Lamps,Lamps,Home Appliances
1581,SV DVD Recorder L240 Gold,Southridge Video,Movie DVD,Movie DVD,"Music, Movies and Audio Books"
1175,Fabrikam Budget Moviemaker 2/3'' 17mm E100 White,Fabrikam,Camcorders,Camcorders,Cameras and camcorders
2231,WWI Floor Lamp M215 Black,Wide World Importers,Lamps,Lamps,Home Appliances
458,WWI Desktop PC1.80 E1800 White,Wide World Importers,Desktops,Desktops,Computers
330,SV Car Video TFT7 M7001 Brown,Southridge Video,Car Video,Car Video,TV and Video
2044,Litware Microwave 2.2CuFt M125 Black,Litware,Microwaves,Microwaves,Home Appliances
844,Contoso Bright Light battery E20 Pink,Contoso,Computers Accessories,Computers Accessories,Computers
287,Contoso Home Theater System 5.1 Channel M1530 Brown,Contoso,Home Theater System,Home Theater System,TV and Video
2502,Contoso Touch Stylus Pen E150 Black,Contoso,Cell phones Accessories,Cell phones Accessories,Cell phones
38,Contoso 8GB Clock & Radio MP3 Player X850 Black,Contoso,MP4&MP3,MP4&MP3,Audio
11,Contoso 4G MP3 Player E400 Orange,Contoso,MP4&MP3,MP4&MP3,Audio
1052,A. Datum SLR Camera X137 Grey,A. Datum,Digital SLR Cameras,Digital SLR Cameras,Cameras and camcorders
1490,The Phone Company Smart phones without camera E100 White,The Phone Company,Smart phones & PDAs,Smart phones & PDAs,Cell phones
1785,MGS Dungeon 2007 E141,Tailspin Toys,Download Games,Download Games,Games and Toys
1814,MGS Zoo Tycoon2009 E170,Tailspin Toys,Download Games,Download Games,Games and Toys
2440,Litware 120mm Blue LED Case Fan E901 White,Litware,Fans,Fans,Home Appliances
1299,Contoso USB Cable M250 Blue,Contoso,Cameras & Camcorders Accessories,Cameras & Camcorders Accessories,Cameras and camcorders
942,SV PCI Network Adapter E904 Silver,Southridge Video,Computers Accessories,Computers Accessories,Computers
2236,WWI Desk Lamp E130 Black,Wide World Importers,Lamps,Lamps,Home Appliances
870,Contoso Wireless Laser Mouse E50 Black,Contoso,Computers Accessories,Computers Accessories,Computers
1951,Litware Refrigerator 24.7CuFt X980 Silver,Litware,Refrigerators,Refrigerators,Home Appliances
2242,WWI Wall Lamp E215 White,Wide World Importers,Lamps,Lamps,Home Appliances
2243,WWI Wall Lamp E315 White,Wide World Importers,Lamps,Lamps,Home Appliances
329,SV Car Video TFT6.2W E6282 Brown,Southridge Video,Car Video,Car Video,TV and Video
930,SV 512MB Laptop memory E800 Yellow,Southridge Video,Computers Accessories,Computers Accessories,Computers
2186,Fabrikam Coffee Maker 5C E090 Grey,Fabrikam,Coffee Machines,Coffee Machines,Home Appliances
1586,SV DVD 55DVD Storage Binder M56 Black,Southridge Video,Movie DVD,Movie DVD,"Music, Movies and Audio Books"
1053,"A. Datum SLR Camera 35"" X358 Grey",A. Datum,Digital SLR Cameras,Digital SLR Cameras,Cameras and camcorders
52,WWI 2GB Pulse Smart pen M100 Silver,Wide World Importers,Recording Pen,Recording Pen,Audio
1864,NT Washer & Dryer 24in M2400 Green,Northwind Traders,Washers & Dryers,Washers & Dryers,Home Appliances
1888,Contoso Washer & Dryer 25.5in M255 Red,Contoso,Washers & Dryers,Washers & Dryers,Home Appliances
248,Contoso Home Theater System 5.1 Channel M1530 Black,Contoso,Home Theater System,Home Theater System,TV and Video
227,Litware Home Theater System 5.1 Channel M510 Brown,Litware,Home Theater System,Home Theater System,TV and Video
522,WWI LCD20W M250 Black,Wide World Importers,Monitors,Monitors,Computers
1712,MGS Flight Simulator X Acceleration Expansion Pack M200,Tailspin Toys,Download Games,Download Games,Games and Toys
1751,MGS Bicycle Casino Games X700,Tailspin Toys,Download Games,Download Games,Games and Toys
1930,Fabrikam Refrigerator 4.6CuFt E2800 Grey,Fabrikam,Refrigerators,Refrigerators,Home Appliances
1135,"Fabrikam SLR Camera 35"" M358 Blue",Fabrikam,Digital SLR Cameras,Digital SLR Cameras,Cameras and camcorders
1542,The Phone Company PDA Phone 3.7 inches M340 Silver,The Phone Company,Smart phones & PDAs,Smart phones & PDAs,Cell phones
407,Proseware Laptop16 M610 Black,Proseware,Laptops,Laptops,Computers
1049,"A. Datum SLR Camera 35"" X358 Silver",A. Datum,Digital SLR Cameras,Digital SLR Cameras,Cameras and camcorders
406,Proseware Laptop12 M210 Black,Proseware,Laptops,Laptops,Computers
2386,Proseware Air conditioner 8000BTU M320 White,Proseware,Air Conditioners,Air Conditioners,Home Appliances
1611,SV DVD 9-Inch Player Portable M300 White,Southridge Video,Movie DVD,Movie DVD,"Music, Movies and Audio Books"
1535,The Phone Company PDA GPS Phone 3.5 inch M910 Black,The Phone Company,Smart phones & PDAs,Smart phones & PDAs,Cell phones
1009,A. Datum Advanced Digital Camera M300 Orange,A. Datum,Digital Cameras,Digital Cameras,Cameras and camcorders
746,Contoso Notebook Peripheral Kit M69 Black,Contoso,Computers Accessories,Computers Accessories,Computers
1081,"Contoso SLR Camera 35"" X358 Silver",Contoso,Digital SLR Cameras,Digital SLR Cameras,Cameras and camcorders
2122,Contoso Coffee Maker Super-Auto 12C X1250 Silver,Contoso,Coffee Machines,Coffee Machines,Home Appliances
2486,Litware 18'' Oscillating Pedestal Fan M145 Blue,Litware,Fans,Fans,Home Appliances
453,WWI Desktop PC1.80 E1800 Silver,Wide World Importers,Desktops,Desktops,Computers
2227,Adventure Works Wall Lamp E3150 Blue,Adventure Works,Lamps,Lamps,Home Appliances
424,Adventure Works Desktop PC1.60 ED160 Black,Adventure Works,Desktops,Desktops,Computers
1940,Litware Refrigerator 19CuFt M760 White,Litware,Refrigerators,Refrigerators,Home Appliances
822,Contoso Enhanced Capacity Battery M800 Grey,Contoso,Computers Accessories,Computers Accessories,Computers
2366,Contoso Air conditioner 7000BTU E0260 Silver,Contoso,Air Conditioners,Air Conditioners,Home Appliances
363,Adventure Works Laptop15 M1500 Black,Adventure Works,Laptops,Laptops,Computers
1267,Contoso Carrying Case E312 Pink,Contoso,Cameras & Camcorders Accessories,Cameras & Camcorders Accessories,Cameras and camcorders
2107,Contoso Water Heater 4.0GPM M1250 Grey,Contoso,Water Heaters,Water Heaters,Home Appliances
686,Proseware Duplex Scanner M200 Grey,Proseware,"Printers, Scanners & Fax","Printers, Scanners & Fax",Computers
251,Contoso Home Theater System 4.1 Channel M1420 Black,Contoso,Home Theater System,Home Theater System,TV and Video
1858,NT Washer & Dryer 25.5in M2550 Blue,Northwind Traders,Washers & Dryers,Washers & Dryers,Home Appliances
21,Contoso 8GB MP3 Player new model M820 Blue,Contoso,MP4&MP3,MP4&MP3,Audio
482,Proseware LCD19W M100 White,Proseware,Monitors,Monitors,Computers
1859,NT Washer & Dryer 24in M2400 Blue,Northwind Traders,Washers & Dryers,Washers & Dryers,Home Appliances
1875,Contoso Washer & Dryer 21in E210 Silver,Contoso,Washers & Dryers,Washers & Dryers,Home Appliances
1745,MGS MechWarrior 4 Mach Packs X100,Tailspin Toys,Download Games,Download Games,Games and Toys
154,"Adventure Works 26"" 720p LCD HDTV M140 Black",Adventure Works,Televisions,Televisions,TV and Video
1183,Fabrikam Independent filmmaker 2/3'' 17mm X100 White,Fabrikam,Camcorders,Camcorders,Cameras and camcorders
498,Adventure Works LCD17W E203 Black,Adventure Works,Monitors,Monitors,Computers
2293,Proseware Desk Lamp E0120 Silver,Proseware,Lamps,Lamps,Home Appliances
2117,Contoso Coffee Maker Auto 10C M1000 Black,Contoso,Coffee Machines,Coffee Machines,Home Appliances
1166,Fabrikam Social Videographer 1/3'' 8.5mm E200 Black,Fabrikam,Camcorders,Camcorders,Cameras and camcorders
1185,"Fabrikam Business Videographer 1/2"" 3mm M500 Orange",Fabrikam,Camcorders,Camcorders,Cameras and camcorders
919,SV USB Data Cable E600 Pink,Southridge Video,Computers Accessories,Computers Accessories,Computers
948,A. Datum All in One Digital Camera M200 Black,A. Datum,Digital Cameras,Digital Cameras,Cameras and camcorders
887,Contoso Bluetooth Notebook Mouse E70 Black,Contoso,Computers Accessories,Computers Accessories,Computers
863,Contoso Optical USB Mouse M45 Black,Contoso,Computers Accessories,Computers Accessories,Computers
923,SV USB Sync Charge Cable E700 Blue,Southridge Video,Computers Accessories,Computers Accessories,Computers
1923,Fabrikam Refrigerator 9.7CuFt M5600 Blue,Fabrikam,Refrigerators,Refrigerators,Home Appliances
1968,Litware Refrigerator 1.7CuFt E120 Blue,Litware,Refrigerators,Refrigerators,Home Appliances
317,SV Car Video TFT7 M7002 Silver,Southridge Video,Car Video,Car Video,TV and Video
1137,"Fabrikam SLR Camera 35"" X358 Orange",Fabrikam,Digital SLR Cameras,Digital SLR Cameras,Cameras and camcorders
2487,Litware 18'' Oscillating Pedestal Fan M145 White,Litware,Fans,Fans,Home Appliances
1337,Contoso Expandable1-Handset Cordless Phone System M207 Black,Contoso,Home & Office Phones,Home & Office Phones,Cell phones
1387,Contoso Hybrid system M60 Grey,Contoso,Home & Office Phones,Home & Office Phones,Cell phones
2010,Fabrikam Microwave 1.0CuFt E1100 Black,Fabrikam,Microwaves,Microwaves,Home Appliances
1514,The Phone Company Smart phones 160x160 M26 Gold,The Phone Company,Smart phones & PDAs,Smart phones & PDAs,Cell phones
590,Contoso Projector 720p M621 White,Contoso,Projectors & Screens,Projectors & Screens,Computers
552,Proseware Projector 1080p DLP86 White,Proseware,Projectors & Screens,Projectors & Screens,Computers
645,Proseware Laser Jet Color Printer X300 Black,Proseware,"Printers, Scanners & Fax","Printers, Scanners & Fax",Computers
15,Contoso 4GB Flash MP3 Player E401 White,Contoso,MP4&MP3,MP4&MP3,Audio
851,Contoso Laptop Keyboard X105 White,Contoso,Computers Accessories,Computers Accessories,Computers
303,SV Car Video LCD9.2W X9281 Black,Southridge Video,Car Video,Car Video,TV and Video
2272,Proseware Chandelier M0815 Black,Proseware,Lamps,Lamps,Home Appliances
2020,Litware Microwave 2.2CuFt M125 White,Litware,Microwaves,Microwaves,Home Appliances
2295,Proseware Floor Lamp M0215 Grey,Proseware,Lamps,Lamps,Home Appliances
2304,Proseware Chandelier M0815 Blue,Proseware,Lamps,Lamps,Home Appliances
183,SV 16xDVD M330 Silver,Southridge Video,VCD & DVD,VCD & DVD,TV and Video
890,Contoso Bluetooth Notebook Mouse E70 Grey,Contoso,Computers Accessories,Computers Accessories,Computers
2284,Proseware Desk Lamp E0130 White,Proseware,Lamps,Lamps,Home Appliances
1059,"A. Datum SLR Camera 35"" M358 Silver Grey",A. Datum,Digital SLR Cameras,Digital SLR Cameras,Cameras and camcorders
1488,The Phone Company Smart phones Expert M400 Grey,The Phone Company,Smart phones & PDAs,Smart phones & PDAs,Cell phones
1456,The Phone Company Sharp Touch Screen Phones M910 Gold,The Phone Company,Touch Screen Phones,Touch Screen Phones,Cell phones
342,Fabrikam Laptop16 M6000 Black,Fabrikam,Laptops,Laptops,Computers
1454,The Phone Company Finger Touch Screen Phones M30 Gold,The Phone Company,Touch Screen Phones,Touch Screen Phones,Cell phones
1696,SV Hand Games for Office worker L28 Black,Southridge Video,Boxed Games,Boxed Games,Games and Toys
2172,Fabrikam Coffee Maker 12C M100 Silver,Fabrikam,Coffee Machines,Coffee Machines,Home Appliances
2391,Proseware Air conditioner 12000BTU M640 Red,Proseware,Air Conditioners,Air Conditioners,Home Appliances
1045,"A. Datum SLR Camera 35"" X358 Black",A. Datum,Digital SLR Cameras,Digital SLR Cameras,Cameras and camcorders
169,SV 16xDVD M320 Black,Southridge Video,VCD & DVD,VCD & DVD,TV and Video
2244,WWI Desk Lamp E130 White,Wide World Importers,Lamps,Lamps,Home Appliances
1223,Fabrikam Budget Moviemaker 2/3'' 17mm E100 Black,Fabrikam,Camcorders,Camcorders,Cameras and camcorders
189,SV 16xDVD M360 Silver,Southridge Video,VCD & DVD,VCD & DVD,TV and Video
818,Contoso Smart Battery M901 Grey,Contoso,Computers Accessories,Computers Accessories,Computers
1181,Fabrikam Independent filmmaker 1/2'' 3mm X300 White,Fabrikam,Camcorders,Camcorders,Cameras and camcorders
1527,The Phone Company PDA Phone Unlocked 3.5 inches M530 Black,The Phone Company,Smart phones & PDAs,Smart phones & PDAs,Cell phones
436,Adventure Works Desktop PC1.80 ED180 White,Adventure Works,Desktops,Desktops,Computers
1011,A. Datum SLR-like Digital Camera M400 Orange,A. Datum,Digital Cameras,Digital Cameras,Cameras and camcorders
1148,Fabrikam Budget Movie-Maker 1'' 25mm E400 Black,Fabrikam,Camcorders,Camcorders,Cameras and camcorders
2081,Contoso Microwave 1.6CuFt M0125 Black,Contoso,Microwaves,Microwaves,Home Appliances
909,SV 80GB USB2.0 Portable Hard Disk E500 Blue,Southridge Video,Computers Accessories,Computers Accessories,Computers
1518,The Phone Company Smart phones Expert M400 Gold,The Phone Company,Smart phones & PDAs,Smart phones & PDAs,Cell phones
222,Litware Home Theater System 5.1 Channel M515 Silver,Litware,Home Theater System,Home Theater System,TV and Video
2446,Litware 80mm Dual Ball Bearing Case Fan E1001 Pink,Litware,Fans,Fans,Home Appliances
2194,Adventure Works Wall Lamp E2150 Black,Adventure Works,Lamps,Lamps,Home Appliances
1952,Litware Refrigerator 19CuFt M760 Silver,Litware,Refrigerators,Refrigerators,Home Appliances
826,Contoso USB Data Link - direct connect adapter E600 Grey,Contoso,Computers Accessories,Computers Accessories,Computers
2490,Contoso Rubberized Skin BlackBerry E100 White,Contoso,Cell phones Accessories,Cell phones Accessories,Cell phones
1836,Litware Washer & Dryer 15.5in E150 Silver,Litware,Washers & Dryers,Washers & Dryers,Home Appliances
496,Adventure Works LCD19W M100 Black,Adventure Works,Monitors,Monitors,Computers
1848,NT Washer & Dryer 25.5in M2550 White,Northwind Traders,Washers & Dryers,Washers & Dryers,Home Appliances
1727,MGS Rise of Nations: Gold Edition M300,Tailspin Toys,Download Games,Download Games,Games and Toys
213,Litware Home Theater System 2.1 Channel E212 Silver,Litware,Home Theater System,Home Theater System,TV and Video
1734,MGS Zoo Tycoon Complete Collection E110,Tailspin Toys,Download Games,Download Games,Games and Toys
1307,Contoso Lens Adapter M450 Grey,Contoso,Cameras & Camcorders Accessories,Cameras & Camcorders Accessories,Cameras and camcorders
730,Proseware All-In-One Photo Printer M200 Green,Proseware,"Printers, Scanners & Fax","Printers, Scanners & Fax",Computers
2436,"Litware 14"" High Velocity Floor Fan E801 White",Litware,Fans,Fans,Home Appliances
2030,Litware Microwave 0.8CuFt E080 Silver,Litware,Microwaves,Microwaves,Home Appliances
2393,Proseware Air conditioner 8000BTU M320 Red,Proseware,Air Conditioners,Air Conditioners,Home Appliances
2300,Proseware Desk Lamp E0130 Grey,Proseware,Lamps,Lamps,Home Appliances
1973,Litware Refrigerator 3.2CuFt E160 Grey,Litware,Refrigerators,Refrigerators,Home Appliances
1546,The Phone Company PDA Phone Unlocked 4.7 inches L550 Silver,The Phone Company,Smart phones & PDAs,Smart phones & PDAs,Cell phones
1353,Contoso KSU-less key system M38 White,Contoso,Home & Office Phones,Home & Office Phones,Cell phones
2456,Litware USB Foam Fan E1301 White,Litware,Fans,Fans,Home Appliances
2278,Proseware Floor Lamp X0115 White,Proseware,Lamps,Lamps,Home Appliances
793,Contoso Connectivity Starter Kit Smart Buy M680 White,Contoso,Computers Accessories,Computers Accessories,Computers
1046,A. Datum SLR Camera M135 Black,A. Datum,Digital SLR Cameras,Digital SLR Cameras,Cameras and camcorders
856,Contoso Multimedia Speakers M25 Black,Contoso,Computers Accessories,Computers Accessories,Computers
2297,Proseware Chandelier M0615 Grey,Proseware,Lamps,Lamps,Home Appliances
2109,Contoso Water Heater 1.5GPM E0800 Grey,Contoso,Water Heaters,Water Heaters,Home Appliances
1344,Contoso Phone for MSN E200 Black,Contoso,Home & Office Phones,Home & Office Phones,Cell phones
2230,WWI Floor Lamp X115 Black,Wide World Importers,Lamps,Lamps,Home Appliances
327,SV Car Video TFT6.2W E6280 Brown,Southridge Video,Car Video,Car Video,TV and Video
2313,Litware Chandelier M6015 Black,Litware,Lamps,Lamps,Home Appliances
2262,WWI Floor Lamp X115 Blue,Wide World Importers,Lamps,Lamps,Home Appliances
571,Proseware Screen 106in M1609 Silver,Proseware,Projectors & Screens,Projectors & Screens,Computers
1723,MGS Age of Empires III: The Asian Dynasties E106,Tailspin Toys,Download Games,Download Games,Games and Toys
257,Contoso Home Theater System 5.1 Channel M1500 Silver,Contoso,Home Theater System,Home Theater System,TV and Video
508,Adventure Works LCD20W M240 White,Adventure Works,Monitors,Monitors,Computers
1298,Contoso USB Cable M250 Yellow,Contoso,Cameras & Camcorders Accessories,Cameras & Camcorders Accessories,Cameras and camcorders
1773,MGS Zoo Tycoon 2: Extinct Animals 2008 E129,Tailspin Toys,Download Games,Download Games,Games and Toys
81,NT Wireless Bluetooth Stereo Headphones E302 Black,Northwind Traders,Bluetooth Headphones,Bluetooth Headphones,Audio
143,"Adventure Works 15.6"" LCD TV M130W White",Adventure Works,Televisions,Televisions,TV and Video
811,Contoso Notebook Peripheral Kit M69 Grey,Contoso,Computers Accessories,Computers Accessories,Computers
759,Contoso 90W AC/DC Power Adapter E300 Black,Contoso,Computers Accessories,Computers Accessories,Computers
1971,Litware Refrigerator 9.7CuFt M560 Grey,Litware,Refrigerators,Refrigerators,Home Appliances
2144,Adventure Works Coffee Maker 5C E090 Black,Adventure Works,Coffee Machines,Coffee Machines,Home Appliances
1180,Fabrikam Independent filmmaker 1'' 25mm X400 White,Fabrikam,Camcorders,Camcorders,Cameras and camcorders
2418,Litware 3-Speed Oscillating Blower Fan M115 Silver,Litware,Fans,Fans,Home Appliances
509,Adventure Works LCD19 E108 White,Adventure Works,Monitors,Monitors,Computers
2357,Contoso Air conditioner 10000BTU M0490 Red,Contoso,Air Conditioners,Air Conditioners,Home Appliances
2139,Contoso Coffee Maker 4C E0800 Grey,Contoso,Coffee Machines,Coffee Machines,Home Appliances
1428,"The Phone Company Touch Screen Phones 26-1.4"" M250 Grey",The Phone Company,Touch Screen Phones,Touch Screen Phones,Cell phones
1400,Contoso Expandable 3-Handset Cordless Phone System M204 Grey,Contoso,Home & Office Phones,Home & Office Phones,Cell phones
59,WWI 1GB Digital Voice Recorder Pen E100 Pink,Wide World Importers,Recording Pen,Recording Pen,Audio
2442,Litware 120mm Blue LED Case Fan E901 Grey,Litware,Fans,Fans,Home Appliances
1851,NT Washer & Dryer 15.5in E1550 White,Northwind Traders,Washers & Dryers,Washers & Dryers,Home Appliances
1075,"A. Datum SLR Camera 35"" M358 Orange",A. Datum,Digital SLR Cameras,Digital SLR Cameras,Cameras and camcorders
1435,The Phone Company Touch Screen Phones SAW/On-wall M806 Grey,The Phone Company,Touch Screen Phones,Touch Screen Phones,Cell phones
1980,Litware Refrigerator 1.7CuFt E120 Orange,Litware,Refrigerators,Refrigerators,Home Appliances
2168,Fabrikam Coffee Maker 5C E090 Black,Fabrikam,Coffee Machines,Coffee Machines,Home Appliances
2467,Litware 80mm LED Dual PCI Slot Fan E1501 Yellow,Litware,Fans,Fans,Home Appliances
1499,The Phone Company Smart phones Unlocked International M800 White,The Phone Company,Smart phones & PDAs,Smart phones & PDAs,Cell phones
2054,Litware Microwave 0.8CuFt E080 Blue,Litware,Microwaves,Microwaves,Home Appliances
1937,Fabrikam Refrigerator 3.2CuFt E1600 Orange,Fabrikam,Refrigerators,Refrigerators,Home Appliances
1127,"Fabrikam SLR Camera 35"" M358 Gold",Fabrikam,Digital SLR Cameras,Digital SLR Cameras,Cameras and camcorders
957,A. Datum Full Frame Digital Camera X300 Black,A. Datum,Digital Cameras,Digital Cameras,Cameras and camcorders
1238,"Fabrikam Social Videographer 1/3"" 8.5mm E200 Blue",Fabrikam,Camcorders,Camcorders,Cameras and camcorders
1354,Contoso Hybrid system M60 White,Contoso,Home & Office Phones,Home & Office Phones,Cell phones
2103,Contoso Water Heater 2.6GPM E0900 Silver,Contoso,Water Heaters,Water Heaters,Home Appliances
1192,Fabrikam Home and Vacation Moviemaker 1'' 25mm M400 Grey,Fabrikam,Camcorders,Camcorders,Cameras and camcorders
1231,Fabrikam Independent Filmmaker 2/3'' 17mm X100 Black,Fabrikam,Camcorders,Camcorders,Cameras and camcorders
350,Fabrikam Laptop12W M2080 Silver,Fabrikam,Laptops,Laptops,Computers
1928,Fabrikam Refrigerator 19CuFt M7600 Grey,Fabrikam,Refrigerators,Refrigerators,Home Appliances
2510,Contoso Original K1m Li-Ion Standard Battery E170 White,Contoso,Cell phones Accessories,Cell phones Accessories,Cell phones
79,NT Wireless Bluetooth Stereo Headphones E302 White,Northwind Traders,Bluetooth Headphones,Bluetooth Headphones,Audio
584,Contoso Screen 100in E010 Black,Contoso,Projectors & Screens,Projectors & Screens,Computers
631,WWI Screen 100in M1609 White,Wide World Importers,Projectors & Screens,Projectors & Screens,Computers
648,Proseware Fax Machine E100 Black,Proseware,"Printers, Scanners & Fax","Printers, Scanners & Fax",Computers
1667,MGS Hand Games for kids E300 Black,Tailspin Toys,Boxed Games,Boxed Games,Games and Toys
1847,NT Washer & Dryer 27in L2700 White,Northwind Traders,Washers & Dryers,Washers & Dryers,Home Appliances
57,WWI 1GB Digital Voice Recorder Pen E100 Black,Wide World Importers,Recording Pen,Recording Pen,Audio
1678,MGS Hand Games for Office worker L299 Red,Tailspin Toys,Boxed Games,Boxed Games,Games and Toys
1206,Fabrikam Independent Filmmaker 1/3'' 8.5mm X200 Grey,Fabrikam,Camcorders,Camcorders,Cameras and camcorders
1468,Contoso Touch Screen Phones - CRT M11 Black,Contoso,Touch Screen Phones,Touch Screen Phones,Cell phones
2396,Proseware Air conditioner 5200BTU E100 Red,Proseware,Air Conditioners,Air Conditioners,Home Appliances
1567,The Phone Company PDA Handheld 4.7 inch L650 White,The Phone Company,Smart phones & PDAs,Smart phones & PDAs,Cell phones
2021,Litware Microwave 1.6CuFt M125 White,Litware,Microwaves,Microwaves,Home Appliances
2147,Adventure Works Coffee Maker Auto 10C M100 Silver,Adventure Works,Coffee Machines,Coffee Machines,Home Appliances
1582,SV DVD 48 DVD Storage Binder M50 Black,Southridge Video,Movie DVD,Movie DVD,"Music, Movies and Audio Books"
2184,Fabrikam Coffee Maker 12C M100 Grey,Fabrikam,Coffee Machines,Coffee Machines,Home Appliances
1702,SV Hand Games for Office worker L28 Red,Southridge Video,Boxed Games,Boxed Games,Games and Toys
2014,Fabrikam Microwave 2.2CuFt M1250 Blue,Fabrikam,Microwaves,Microwaves,Home Appliances
2422,Litware 20'' Box Fan E401 Yellow,Litware,Fans,Fans,Home Appliances
1285,Contoso Mini Battery Charger Kit E320 Silver,Contoso,Cameras & Camcorders Accessories,Cameras & Camcorders Accessories,Cameras and camcorders
2248,WWI Chandelier M815 Silver,Wide World Importers,Lamps,Lamps,Home Appliances
399,WWI Laptop16 M0160 White,Wide World Importers,Laptops,Laptops,Computers
381,Adventure Works Laptop15 M1501 Red,Adventure Works,Laptops,Laptops,Computers
2457,Litware USB Foam Fan E1301 Black,Litware,Fans,Fans,Home Appliances
2069,Contoso Microwave 2.2CuFt M0126 Grey,Contoso,Microwaves,Microwaves,Home Appliances
697,Proseware Photo Smart All-in-One Printer M380 Grey,Proseware,"Printers, Scanners & Fax","Printers, Scanners & Fax",Computers
668,Proseware Photo smart All-in-One Printer M380 Black,Proseware,"Printers, Scanners & Fax","Printers, Scanners & Fax",Computers
1664,MGS Hand Games women M400 Yellow,Tailspin Toys,Boxed Games,Boxed Games,Games and Toys
237,Litware Home Theater System 5.1 Channel M514 Brown,Litware,Home Theater System,Home Theater System,TV and Video
626,WWI Projector 480p LCD12 White,Wide World Importers,Projectors & Screens,Projectors & Screens,Computers
559,Proseware Screen 106in M1609 White,Proseware,Projectors & Screens,Projectors & Screens,Computers
1051,"A. Datum SLR Camera 35"" M358 Silver",A. Datum,Digital SLR Cameras,Digital SLR Cameras,Cameras and camcorders
1961,Litware Refrigerator 3.2CuFt E160 Green,Litware,Refrigerators,Refrigerators,Home Appliances
1917,Fabrikam Refrigerator 9.7CuFt M5600 Green,Fabrikam,Refrigerators,Refrigerators,Home Appliances
358,Fabrikam Laptop8.9 E8002 Red,Fabrikam,Laptops,Laptops,Computers
2350,Contoso Air conditioner 10000BTU M0490 White,Contoso,Air Conditioners,Air Conditioners,Home Appliances
1078,Contoso SLR Camera M142 Black,Contoso,Digital SLR Cameras,Digital SLR Cameras,Cameras and camcorders
499,Adventure Works LCD15 E100 Black,Adventure Works,Monitors,Monitors,Computers
1970,Litware Refrigerator 19CuFt M760 Grey,Litware,Refrigerators,Refrigerators,Home Appliances
351,Fabrikam Laptop8.9W E0880 Silver,Fabrikam,Laptops,Laptops,Computers
947,A. Datum Ultra Compact Digital Camera M190 Black,A. Datum,Digital Cameras,Digital Cameras,Cameras and camcorders
316,SV Car Video AM/FM E1001 Silver,Southridge Video,Car Video,Car Video,TV and Video
1103,"Contoso SLR Camera 35"" M358 Blue",Contoso,Digital SLR Cameras,Digital SLR Cameras,Cameras and camcorders
375,Adventure Works Laptop15 M1501 Silver,Adventure Works,Laptops,Laptops,Computers
1363,Contoso Expandable Cordless Phone System M008 White,Contoso,Home & Office Phones,Home & Office Phones,Cell phones
1,Contoso 512MB MP3 Player E51 Silver,Contoso,MP4&MP3,MP4&MP3,Audio
1670,MGS Hand Games women M400 Black,Tailspin Toys,Boxed Games,Boxed Games,Games and Toys
1673,MGS Hand Games for kids E300 Red,Tailspin Toys,Boxed Games,Boxed Games,Games and Toys
1301,Contoso Telephoto Conversion Lens M350 White,Contoso,Cameras & Camcorders Accessories,Cameras & Camcorders Accessories,Cameras and camcorders
1856,NT Washer & Dryer 15.5in E1550 Silver,Northwind Traders,Washers & Dryers,Washers & Dryers,Home Appliances
270,Contoso Home Theater System 5.1 Channel M1500 White,Contoso,Home Theater System,Home Theater System,TV and Video
555,Proseware Projector 480p LCD12 White,Proseware,Projectors & Screens,Projectors & Screens,Computers
624,WWI Projector 720p LCD56 White,Wide World Importers,Projectors & Screens,Projectors & Screens,Computers
136,"Adventure Works 20"" LCD HDTV M120 Brown",Adventure Works,Televisions,Televisions,TV and Video
568,Proseware Projector 480p DLP12 Silver,Proseware,Projectors & Screens,Projectors & Screens,Computers
